Point,ID,Year,Date,MAWR,SESP,CLRA,WILL,OROR,RWBL,CONI,LEBI,GRHE,BCNH,YCNH,COYE,Total,Average
W11,J1,2016,27-Jun,1,0,0,0,0,1,0,0,0,0,0,0,2,0.17
W11,J1,2016,28-Jun,1,0,0,1,0,1,1,0,0,0,0,0,4,0.33
W11,J1,2016,29-Jun,1,0,1,0,0,1,1,0,0,0,0,0,4,0.33
W11,J1,2016,30-Jun,1,0,0,0,0,1,1,0,1,0,0,0,4,0.33
W11,J1,2016,1-Jul,1,0,1,1,0,1,1,0,1,0,0,0,6,0.5
W13,J26,2016,1-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,2-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,3-Apr,0,0,1,0,0,1,0,0,0,0,0,0,2,0.17
W13,J26,2016,4-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,5-Apr,0,0,1,1,0,0,0,0,1,0,0,0,3,0.25
W13,J26,2016,6-Apr,0,0,1,0,0,0,0,0,1,0,0,0,2,0.17
W13,J26,2016,7-Apr,1,0,1,0,0,0,0,0,1,0,0,0,3,0.25
W13,J26,2016,8-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,9-Apr,0,0,1,0,0,1,0,0,0,0,0,0,2,0.17
W13,J26,2016,10-Apr,0,0,1,0,0,1,0,0,0,0,0,0,2,0.17
W13,J26,2016,11-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,12-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,13-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,14-Apr,0,0,1,1,0,0,0,0,0,0,0,0,2,0.17
W13,J26,2016,15-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,16-Apr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W13,J26,2016,17-Apr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W13,J26,2016,18-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,19-Apr,0,0,1,1,0,0,0,0,0,0,0,0,2,0.17
W13,J26,2016,20-Apr,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08
W13,J26,2016,21-Apr,0,0,1,1,0,1,0,0,0,0,0,0,3,0.25
W13,J26,2016,22-Apr,0,0,1,1,0,1,0,0,0,0,0,0,3,0.25
W13,J26,2016,23-Apr,0,1,1,0,1,1,0,0,0,0,0,0,4,0.33
W13,J26,2016,24-Apr,1,0,1,1,0,1,0,0,0,1,0,1,6,0.5
W13,J26,2016,25-Apr,0,0,1,1,1,1,0,0,0,1,0,1,6,0.5
W13,J26,2016,26-Apr,0,1,1,1,1,1,0,0,0,0,0,0,5,0.42
W13,J26,2016,27-Apr,0,1,1,1,0,1,0,0,0,0,0,0,4,0.33
W13,J26,2016,28-Apr,0,0,1,1,0,1,0,0,0,0,0,0,3,0.25
W13,J26,2016,29-Apr,0,0,1,0,0,1,0,0,0,0,0,0,2,0.17
W13,J26,2016,30-Apr,0,0,1,1,0,0,0,0,0,0,0,0,2,0.17
W13,J26,2016,1-May,0,0,1,0,1,1,0,0,0,0,0,0,3,0.25
W13,J26,2016,2-May,0,0,1,0,1,1,1,0,0,0,0,0,4,0.33
W13,J26,2016,3-May,0,0,1,1,1,1,1,0,0,1,0,1,7,0.58
W13,J26,2016,4-May,0,0,1,1,1,1,0,1,0,1,0,1,7,0.58
W13,J26,2016,5-May,0,1,1,0,1,1,0,0,0,0,0,0,4,0.33
W13,J26,2016,6-May,0,0,1,0,1,1,0,0,0,0,0,0,3,0.25
W13,J26,2016,7-May,0,0,1,1,1,1,0,0,0,0,0,0,4,0.33
